MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CC	1015CC	AMSTERDAM	ELK	KVB	20	100.0	85.0	40	3x25	10780	50.0	35.0	1.2
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CD	1015CD	AMSTERDAM	ELK	KVB	31	100.0	77.42	68	3x25	6186	54.84	29.03	1.3
Liander N.V.	GAS Liander	Keizersgracht	1015CD	1015CD	AMSTERDAM	GAS	KVB	19	100.0	94.74	42	G16	4753	0.0	5.26	
	Liander N.V. (NW)	Keizersgracht	1015CE	1015CE	AMSTERDAM	ELK	KVB	70	100.0	98.57	73	3x25	4328	27.14	15.71	1.2
	GAS Liander	Keizersgracht	1015CE	1015CE	AMSTERDAM	GAS	KVB	39	100.0	94.87	95	G4	2086	0.0	17.95	
	GAS Liander	Keizersgracht	1015CG	1015CG	AMSTERDAM	GAS	KVB	20	100.0	95.0	90	G4	1687	0.0	0.0	
	Liander N.V. (NW)	Keizersgracht	1015CG	1015CG	AMSTERDAM	ELK	KVB	21	95.24	95.24	62	1x35	3704	14.29	9.52	1.1
	GAS Liander	Keizersgracht	1015CH	1015CH	AMSTERDAM	GAS	KVB	26	100.0	88.46	81	G4	2087	0.0	19.23	
	Liander N.V. (NW)	Keizersgracht	1015CH	1015CH	AMSTERDAM	ELK	KVB	29	100.0	96.55	52	3x25	4343	31.03	24.14	1.1
	GAS Liander	Keizersgracht	1015CJ	1015CJ	AMSTERDAM	GAS	KVB	29	100.0	100.0	79	G4	3345	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CJ	1015CJ	AMSTERDAM	ELK	KVB	37	100.0	86.49	68	3x25	4660	8.11	2.7	1.1
	GAS Liander	Keizersgracht	1015CK	1015CK	AMSTERDAM	GAS	KVB	18	100.0	100.0	89	G4	5665	0.0	16.67	
	Liander N.V. (NW)	Keizersgracht	1015CK	1015CK	AMSTERDAM	ELK	KVB	20	100.0	100.0	40	1x35	5478	20.0	15.0	1.1
	GAS Liander	Keizersgracht	1015CL	1015CL	AMSTERDAM	GAS	KVB	21	100.0	100.0	90	G4	3548	0.0	23.81	
	Liander N.V. (NW)	Keizersgracht	1015CL	1015CL	AMSTERDAM	ELK	KVB	25	100.0	96.0	44	3x25	5110	32.0	28.0	1.1
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CN	1015CN	AMSTERDAM	ELK	KVB	17	100.0	94.12	47	1x25	4774	11.76	5.88	1.1
	GAS Liander	Keizersgracht	1015CN	1015CN	AMSTERDAM	GAS	KVB	15	100.0	100.0	73	G4	1962	0.0	6.67	
	Liander N.V. (NW)	Keizersgracht	1015CP	1015CP	AMSTERDAM	ELK	KVB	25	100.0	96.0	84	3x25	2924	40.0	32.0	1.1
	GAS Liander	Keizersgracht	1015CP	1015CP	AMSTERDAM	GAS	KVB	22	100.0	100.0	91	G4	1416	0.0	36.36	
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CR	1015CR	AMSTERDAM	ELK	KVB	76	100.0	96.05	42	1x35	4047	22.37	15.79	1.1
	GAS Liander	Keizersgracht	1015CR	1015CR	AMSTERDAM	GAS	KVB	68	100.0	98.53	96	G4	1753	0.0	16.18	
	GAS Liander	Keizersgracht	1015CS	1015CS	AMSTERDAM	GAS	KVB	18	100.0	100.0	72	G4	2015	0.0	38.89	
	Liander N.V. (NW)	Keizersgracht	1015CS	1015CS	AMSTERDAM	ELK	KVB	20	100.0	95.0	35	3x25	4111	40.0	40.0	1.1
	GAS Liander	Keizersgracht	1015CT	1015CT	AMSTERDAM	GAS	KVB	30	100.0	96.67	53	G4	1871	0.0	46.67	
	Liander N.V. (NW)	Keizersgracht	1015CT	1015CT	AMSTERDAM	ELK	KVB	33	93.94	100.0	55	3x25	3825	51.52	45.45	1.1
	GAS Liander	Keizersgracht	1015CV	1015CV	AMSTERDAM	GAS	KVB	24	100.0	100.0	50	G4	3703	0.0	8.33	
	Liander N.V. (NW)	Keizersgracht	1015CV	1015CV	AMSTERDAM	ELK	KVB	27	100.0	96.3	44	3x25	4414	22.22	11.11	1.1
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CW	1015CW	AMSTERDAM	ELK	KVB	37	100.0	83.78	68	3x25	6570	18.92	2.7	1.1
	GAS Liander	Keizersgracht	1015CW	1015CW	AMSTERDAM	GAS	KVB	31	100.0	90.32	84	G4	1940	0.0	3.23	
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CX	1015CX	AMSTERDAM	ELK	KVB	28	100.0	85.71	54	3x25	8076	35.71	10.71	1.2
Liander N.V.	GAS Liander	Keizersgracht	1015CX	1015CX	AMSTERDAM	GAS	KVB	24	100.0	91.67	63	G4	4455	0.0	4.17	
	GAS Liander	Keizersgracht	1015CZ	1015CZ	AMSTERDAM	GAS	KVB	15	100.0	100.0	80	G4	1984	0.0	6.67	
Liander N.V.	Liander N.V. (NW)	Keizersgracht	1015CZ	1015CZ	AMSTERDAM	ELK	KVB	18	100.0	94.44	61	3x25	3718	11.11	5.56	1.1
	Liander N.V. (NW)	Prinsenstraat	1015DA	1015DA	AMSTERDAM	ELK	KVB	22	100.0	100.0	36	3x25	4841	36.36	31.82	1.1
	GAS Liander	Prinsenstraat	1015DA	1015DA	AMSTERDAM	GAS	KVB	21	100.0	95.24	100	G4	1934	0.0	33.33	
	GAS Liander	Prinsenstraat	1015DB	1015DB	AMSTERDAM	GAS	KVB	18	100.0	100.0	94	G4	1120	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Prinsenstraat	1015DB	1015DB	AMSTERDAM	ELK	KVB	22	100.0	90.91	41	1x35	2988	18.18	0.0	1.2
	Liander N.V. (NW)	Prinsenstraat	1015DC	1015DC	AMSTERDAM	ELK	KVB	18	100.0	100.0	44	1x35	6964	27.78	11.11	1.2
	GAS Liander	Prinsenstraat	1015DC	1015DC	AMSTERDAM	GAS	KVB	18	100.0	94.44	89	G4	1272	0.0	11.11	
	GAS Liander	Prinsenstraat	1015DD	1015DD	AMSTERDAM	GAS	KVB	20	100.0	100.0	90	G4	1818	0.0	25.0	
	Liander N.V. (NW)	Prinsenstraat	1015DD	1015DD	AMSTERDAM	ELK	KVB	23	100.0	100.0	43	1x35	6788	39.13	26.09	1.2
	GAS Liander	Leliegracht	1015DE	1015DE	AMSTERDAM	GAS	KVB	16	100.0	100.0	69	G4	2319	0.0	0.0	
	Liander N.V. (NW)	Leliegracht	1015DE	1015DE	AMSTERDAM	ELK	KVB	16	100.0	100.0	56	3x25	9700	25.0	0.0	1.3
	GAS Liander	Leliegracht	1015DG	1015DG	AMSTERDAM	GAS	KVB	20	100.0	95.0	60	G4	1927	0.0	15.0	
Liander N.V.	Liander N.V. (NW)	Leliegracht	1015DG	1015DG	AMSTERDAM	ELK	KVB	22	100.0	95.45	45	3x25	7425	40.91	22.73	1.3
Liander N.V.	Liander N.V. (NW)	Leliegracht	1015DH	1015DH	AMSTERDAM	ELK	KVB	30	100.0	96.67	53	1x25	5480	26.67	13.33	1.2
	GAS Liander	Leliegracht	1015DH	1015DH	AMSTERDAM	GAS	KVB	26	100.0	100.0	92	G4	1293	0.0	11.54	
	GAS Liander	Leliegracht	1015DJ	1015DJ	AMSTERDAM	GAS	KVB	12	100.0	100.0	83	G4	2136	0.0	50.0	
	Liander N.V. (NW)	Leliegracht	1015DJ	1015DJ	AMSTERDAM	ELK	KVB	13	100.0	100.0	54	1x35	8695	53.85	46.15	1.1
	Liander N.V. (NW)	Prinsengracht	1015DK	1015DK	AMSTERDAM	ELK	KVB	43	100.0	93.02	42	1x25	3676	18.6	4.65	1.1
	GAS Liander	Prinsengracht	1015DK	1015DK	AMSTERDAM	GAS	KVB	35	100.0	97.14	66	G4	2575	0.0	5.71	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DL	1015DL	AMSTERDAM	ELK	KVB	45	100.0	80.0	47	3x25	3994	11.11	4.44	1.1
Liander N.V.	GAS Liander	Prinsengracht	1015DL	1015DL	AMSTERDAM	GAS	KVB	37	100.0	86.49	84	G4	2367	0.0	5.41	
	GAS Liander	Prinsengracht	1015DM	1015DN	AMSTERDAM	GAS	KVB	25	100.0	100.0	88	G4	1816	0.0	8.0	
	Liander N.V. (NW)	Prinsengracht	1015DM	1015DM	AMSTERDAM	ELK	KVB	21	100.0	100.0	76	1x35	2209	9.52	4.76	1.1
	Liander N.V. (NW)	Prinsengracht	1015DN	1015DN	AMSTERDAM	ELK	KVB	21	100.0	95.24	71	1x25	2128	4.76	4.76	1.0
	Liander N.V. (NW)	Prinsengracht	1015DP	1015DP	AMSTERDAM	ELK	KVB	14	100.0	100.0	57	1x25	2322	14.29	14.29	1.0
	GAS Liander	Prinsengracht	1015DP	1015DP	AMSTERDAM	GAS	KVB	14	100.0	100.0	100	G4	1139	0.0	14.29	
	Liander N.V. (NW)	Prinsengracht	1015DR	1015DR	AMSTERDAM	ELK	KVB	37	100.0	94.59	62	1x25	2833	29.73	21.62	1.1
	GAS Liander	Prinsengracht	1015DR	1015DR	AMSTERDAM	GAS	KVB	32	100.0	100.0	78	G4	1899	0.0	21.88	
	GAS Liander	Prinsengracht	1015DS	1015DS	AMSTERDAM	GAS	KVB	38	100.0	94.74	89	G4	1754	0.0	15.79	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DS	1015DS	AMSTERDAM	ELK	KVB	42	100.0	95.24	43	1x25	6805	30.95	16.67	1.2
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DT	1015DT	AMSTERDAM	ELK	KVB	145	98.62	79.31	45	3x25	4278	44.14	37.93	1.1
	GAS Liander	Prinsengracht	1015DT	1015DT	AMSTERDAM	GAS	KVB	106	100.0	92.45	95	G4	1813	0.0	41.51	
	Liander N.V. (NW)	Prinsengracht	1015DV	1015DV	AMSTERDAM	ELK	KVB	31	100.0	90.32	45	1x25	2544	51.61	51.61	1.0
	GAS Liander	Prinsengracht	1015DV	1015DV	AMSTERDAM	GAS	KVB	25	100.0	100.0	88	G4	1461	0.0	64.0	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DW	1015DW	AMSTERDAM	ELK	KVB	43	100.0	90.7	58	1x25	2952	44.19	37.21	1.1
	GAS Liander	Prinsengracht	1015DW	1015DW	AMSTERDAM	GAS	KVB	37	100.0	94.59	84	G4	1683	0.0	37.84	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DX	1015DX	AMSTERDAM	ELK	KVB	43	100.0	90.7	72	1x25	2700	27.91	25.58	1.0
	GAS Liander	Prinsengracht	1015DX	1015DX	AMSTERDAM	GAS	KVB	38	100.0	89.47	92	G4	1232	0.0	26.32	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015DZ	1015DZ	AMSTERDAM	ELK	KVB	29	100.0	79.31	62	3x25	3608	58.62	58.62	1.0
Liander N.V.	GAS Liander	Prinsengracht	1015DZ	1015DZ	AMSTERDAM	GAS	KVB	22	100.0	90.91	91	G4	1220	0.0	68.18	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015EA	1015EA	AMSTERDAM	ELK	KVB	41	100.0	92.68	37	3x25	5496	63.41	53.66	1.2
	GAS Liander	Prinsengracht	1015EA	1015EA	AMSTERDAM	GAS	KVB	34	100.0	94.12	91	G4	1521	0.0	58.82	
	GAS Liander	Prinsengracht	1015EB	1015EB	AMSTERDAM	GAS	KVB	30	100.0	100.0	80	G4	1133	0.0	10.0	
Liander N.V.	Liander N.V. (NW)	Prinsengracht	1015EB	1015EB	AMSTERDAM	ELK	KVB	39	100.0	92.31	69	1x25	2385	15.38	10.26	1.1
	Liander N.V. (NW)	Brouwersgracht	1015GA	1015GA	AMSTERDAM	ELK	KVB	43	100.0	95.35	56	3x25	3639	25.58	23.26	1.1
	GAS Liander	Brouwersgracht	1015GA	1015GA	AMSTERDAM	GAS	KVB	38	100.0	94.74	89	G4	1169	0.0	23.68	
	GAS Liander	Brouwersgracht	1015GB	1015GB	AMSTERDAM	GAS	KVB	28	100.0	92.86	79	G4	2174	0.0	39.29	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GB	1015GB	AMSTERDAM	ELK	KVB	32	100.0	84.38	63	3x25	3777	40.63	34.38	1.0
	GAS Liander	Brouwersgracht	1015GC	1015GC	AMSTERDAM	GAS	KVB	46	100.0	100.0	96	G4	1614	0.0	13.04	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GC	1015GC	AMSTERDAM	ELK	KVB	56	100.0	92.86	54	3x25	5061	17.86	10.71	1.1
	GAS Liander	Brouwersgracht	1015GD	1015GD	AMSTERDAM	GAS	KVB	34	100.0	88.24	100	G4	1343	0.0	8.82	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GD	1015GD	AMSTERDAM	ELK	KVB	42	100.0	85.71	40	1x25	3673	19.05	9.52	1.1
Liander N.V.	GAS Liander	Brouwersgracht	1015GE	1015GE	AMSTERDAM	GAS	KVB	28	100.0	92.86	96	G4	1317	0.0	17.86	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GE	1015GE	AMSTERDAM	ELK	KVB	33	100.0	87.88	55	1x25	2551	21.21	15.15	1.1
	GAS Liander	Brouwersgracht	1015GG	1015GG	AMSTERDAM	GAS	KVB	27	100.0	96.3	89	G4	1568	0.0	25.93	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GG	1015GG	AMSTERDAM	ELK	KVB	36	100.0	83.33	44	1x35	3517	27.78	22.22	1.1
	GAS Liander	Brouwersgracht	1015GH	1015GH	AMSTERDAM	GAS	KVB	22	100.0	100.0	95	G4	1213	0.0	9.09	
	Liander N.V. (NW)	Brouwersgracht	1015GH	1015GH	AMSTERDAM	ELK	KVB	24	100.0	100.0	79	1x25	1168	8.33	8.33	1.0
	GAS Liander	Brouwersgracht	1015GJ	1015GJ	AMSTERDAM	GAS	KVB	54	100.0	98.15	91	G4	1448	0.0	5.56	
Liander N.V.	Liander N.V. (NW)	Brouwersgracht	1015GJ	1015GJ	AMSTERDAM	ELK	KVB	74	100.0	95.95	42	1x35	2194	10.81	5.41	1.1
	Liander N.V. (NW)	Brouwersgracht	1015GK	1015GK	AMSTERDAM	ELK	KVB	75	97.33	96.0	37	1x25	2917	33.33	28.0	1.1
	GAS Liander	Brouwersgracht	1015GK	1015GK	AMSTERDAM	GAS	KVB	71	100.0	98.59	100	G4	1095	0.0	26.76	
	GAS Liander	Driehoekstraat	1015GL	1015GL	AMSTERDAM	GAS	KVB	65	100.0	98.46	95	G4	1439	0.0	6.15	
	Liander N.V. (NW)	Driehoekstraat	1015GL	1015GL	AMSTERDAM	ELK	KVB	72	100.0	97.22	68	1x25	2387	12.5	6.94	1.1
Liander N.V.	Liander N.V. (NW)	Lijnbaansgracht	1015GM	1015GM	AMSTERDAM	ELK	KVB	22	100.0	77.27	41	3x25	2080	0.0	0.0	1.0
	GAS Liander	Lijnbaansgracht	1015GM	1015GM	AMSTERDAM	GAS	KVB	18	100.0	94.44	100	G4	1349	0.0	0.0	
	GAS Liander	Lijnbaansgracht	1015GN	1015GN	AMSTERDAM	GAS	KVB	32	100.0	96.88	97	G4	1117	0.0	9.38	
	Liander N.V. (NW)	Lijnbaansgracht	1015GN	1015GN	AMSTERDAM	ELK	KVB	35	94.29	91.43	46	1x25	1940	14.29	14.29	1.0
	GAS Liander	Lijnbaansgracht	1015GP	1015GP	AMSTERDAM	GAS	KVB	46	100.0	100.0	96	G4	882	0.0	4.35	
	Liander N.V. (NW)	Lijnbaansgracht	1015GP	1015GP	AMSTERDAM	ELK	KVB	52	100.0	98.08	77	1x25	2184	9.62	5.77	1.0
	Liander N.V. (NW)	Lijnbaansgracht	1015GR	1015GR	AMSTERDAM	ELK	KVB	42	100.0	92.86	43	1x35	2080	35.71	33.33	1.0
	GAS Liander	Lijnbaansgracht	1015GR	1015GR	AMSTERDAM	GAS	KVB	38	100.0	94.74	97	G4	1541	0.0	36.84	
Liander N.V.	GAS Liander	Lijnbaansgracht	1015GS	1015GS	AMSTERDAM	GAS	KVB	43	100.0	93.02	81	G4	1261	0.0	27.91	
Liander N.V.	Liander N.V. (NW)	Lijnbaansgracht	1015GS	1015GS	AMSTERDAM	ELK	KVB	55	100.0	85.45	36	1x25	2513	30.91	27.27	1.0
	GAS Liander	Lijnbaansgracht	1015GT	1015GV	AMSTERDAM	GAS	KVB	25	100.0	100.0	100	G4	910	0.0	0.0	
	Liander N.V. (NW)	Lijnbaansgracht	1015GT	1015GT	AMSTERDAM	ELK	KVB	10	100.0	90.0	90	1x25	1362	10.0	0.0	1.0
	Liander N.V. (NW)	Lijnbaansgracht	1015GV	1015GV	AMSTERDAM	ELK	KVB	18	100.0	100.0	67	1x25	1614	5.56	0.0	1.1
	GAS Liander	Lijnbaansgracht	1015GW	1015GW	AMSTERDAM	GAS	KVB	13	100.0	92.31	100	G4	1086	0.0	0.0	
	Liander N.V. (NW)	Lijnbaansgracht	1015GW	1015GW	AMSTERDAM	ELK	KVB	14	100.0	100.0	64	1x25	1567	0.0	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Lijnbaansgracht	1015GX	1015GX	AMSTERDAM	ELK	KVB	58	100.0	93.1	69	1x35	1924	1.72	1.72	1.0
	GAS Liander	Lijnbaansgracht	1015GX	1015GX	AMSTERDAM	GAS	KVB	53	100.0	100.0	100	G4	872	0.0	0.0	
	Liander N.V. (NW)	Lijnbaansgracht	1015GZ	1015GZ	AMSTERDAM	ELK	KVB	18	100.0	100.0	67	1x25	3602	5.56	5.56	1.0
	GAS Liander	Lijnbaansgracht	1015GZ	1015GZ	AMSTERDAM	GAS	KVB	17	100.0	100.0	88	G4	1893	0.0	5.88	
	GAS Liander	Lijnbaansgracht AB	1015HA	1015HB	AMSTERDAM	GAS	KVB	39	100.0	97.44	85	G4	1764	0.0	38.46	
	Liander N.V. (NW)	Lijnbaansgracht AB	1015HA	1015HB	AMSTERDAM	ELK	KVB	43	100.0	93.02	53	1x25	3746	39.53	34.88	1.1
Liander N.V.	Liander N.V. (NW)	Nieuwe Leliestraat	1015HC	1015HC	AMSTERDAM	ELK	KVB	23	100.0	91.3	48	1x35	1710	8.7	8.7	1.0
Liander N.V.	GAS Liander	Nieuwe Leliestraat	1015HC	1015HC	AMSTERDAM	GAS	KVB	18	100.0	94.44	100	G4	998	0.0	11.11	
Liander N.V.	Liander N.V. (NW)	Nieuwe Leliestraat	1015HD	1015HD	AMSTERDAM	ELK	KVB	24	100.0	95.83	46	1x25	1523	20.83	20.83	1.0
	GAS Liander	Nieuwe Leliestraat	1015HD	1015HD	AMSTERDAM	GAS	KVB	20	100.0	100.0	90	G4	1104	0.0	20.0	
Liander N.V.	Liander N.V. (NW)	Nieuwe Leliestraat	1015HE	1015HE	AMSTERDAM	ELK	KVB	28	100.0	71.43	43	1x25	1956	7.14	0.0	1.1
	GAS Liander	Nieuwe Leliestraat	1015HE	1015HE	AMSTERDAM	GAS	KVB	20	100.0	90.0	90	G4	1294	0.0	0.0	
Liander N.V.	GAS Liander	Nieuwe Leliestraat	1015HG	1015HG	AMSTERDAM	GAS	KVB	19	100.0	84.21	79	G4	1479	0.0	5.26	
Liander N.V.	Liander N.V. (NW)	Nieuwe Leliestraat	1015HG	1015HG	AMSTERDAM	ELK	KVB	28	100.0	67.86	50	1x25	2294	7.14	3.57	1.1
	Liander N.V. (NW)	Kromme Palmstraat	1015HH	1015HH	AMSTERDAM	ELK	KVB	10	100.0	100.0	50	3x25	2245	0.0	0.0	1.0
	GAS Liander	Kromme Palmstraat	1015HH	1015HJ	AMSTERDAM	GAS	KVB	47	100.0	97.87	96	G4	972	0.0	6.38	
Liander N.V.	Liander N.V. (NW)	Palmgracht	1015HJ	1015HJ	AMSTERDAM	ELK	KVB	48	100.0	93.75	69	1x35	1330	8.33	8.33	1.0
	GAS Liander	Palmgracht	1015HK	1015HK	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	1640	0.0	9.09	
	Liander N.V. (NW)	Palmgracht	1015HK	1015HK	AMSTERDAM	ELK	KVB	24	100.0	100.0	38	1x25	3604	16.67	8.33	1.1
Liander N.V.	Liander N.V. (NW)	Palmgracht	1015HL	1015HL	AMSTERDAM	ELK	KVB	43	100.0	88.37	49	1x35	2112	18.6	18.6	1.0
Liander N.V.	GAS Liander	Palmgracht	1015HL	1015HL	AMSTERDAM	GAS	KVB	38	100.0	89.47	89	G4	1118	0.0	13.16	
	GAS Liander	Palmgracht	1015HM	1015HM	AMSTERDAM	GAS	KVB	35	100.0	100.0	100	G4	903	0.0	2.86	
	Liander N.V. (NW)	Palmgracht	1015HM	1015HM	AMSTERDAM	ELK	KVB	44	100.0	95.45	75	1x25	1315	9.09	6.82	1.0
	GAS Liander	Palmgracht	1015HN	1015HN	AMSTERDAM	GAS	KVB	42	100.0	100.0	95	G4	1135	0.0	7.14	
Liander N.V.	Liander N.V. (NW)	Palmgracht	1015HN	1015HN	AMSTERDAM	ELK	KVB	55	100.0	85.45	40	1x35	1768	9.09	9.09	1.0
Liander N.V.	Liander N.V. (NW)	Palmstraat	1015HP	1015HP	AMSTERDAM	ELK	KVB	43	100.0	97.67	58	1x25	2131	39.53	39.53	1.0
	GAS Liander	Palmstraat	1015HP	1015HP	AMSTERDAM	GAS	KVB	40	100.0	100.0	98	G4	1557	0.0	40.0	
	GAS Liander	Palmstraat	1015HR	1015HR	AMSTERDAM	GAS	KVB	48	100.0	100.0	100	G4	825	0.0	20.83	
Liander N.V.	Liander N.V. (NW)	Palmstraat	1015HR	1015HR	AMSTERDAM	ELK	KVB	53	100.0	96.23	49	1x35	1523	18.87	18.87	1.0
	GAS Liander	Palmstraat	1015HS	1015HS	AMSTERDAM	GAS	KVB	43	100.0	93.02	93	G4	1201	0.0	20.93	
	Liander N.V. (NW)	Palmstraat	1015HS	1015HS	AMSTERDAM	ELK	KVB	52	100.0	90.38	65	1x25	2254	25.0	25.0	1.0
	Liander N.V. (NW)	Palmstraat	1015HT	1015HT	AMSTERDAM	ELK	KVB	59	100.0	61.02	54	1x25	2101	22.03	15.25	1.0
	GAS Liander	Palmstraat	1015HT	1015HT	AMSTERDAM	GAS	KVB	54	100.0	50.0	98	G4	995	0.0	14.81	
	GAS Liander	Palmdwarsstraat	1015HV	1015HV	AMSTERDAM	GAS	KVB	53	100.0	100.0	96	G4	1066	0.0	35.85	
	Liander N.V. (NW)	Palmdwarsstraat	1015HV	1015HV	AMSTERDAM	ELK	KVB	57	100.0	100.0	60	1x35	2886	40.35	35.09	1.1
Liander N.V.	Liander N.V. (NW)	Willemsstraat	1015HW	1015HW	AMSTERDAM	ELK	KVB	52	100.0	94.23	38	1x25	2770	19.23	11.54	1.1
Liander N.V.	GAS Liander	Willemsstraat	1015HW	1015HW	AMSTERDAM	GAS	KVB	47	100.0	95.74	91	G4	1334	0.0	12.77	
	GAS Liander	Willemsstraat	1015HX	1015HX	AMSTERDAM	GAS	KVB	35	100.0	100.0	100	G4	678	0.0	0.0	
	Liander N.V. (NW)	Willemsstraat	1015HX	1015HX	AMSTERDAM	ELK	KVB	39	100.0	97.44	82	1x25	2383	2.56	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Willemsstraat	1015HZ	1015HZ	AMSTERDAM	ELK	KVB	32	100.0	96.88	72	1x25	1759	25.0	21.88	1.0
	GAS Liander	Willemsstraat	1015HZ	1015HZ	AMSTERDAM	GAS	KVB	28	100.0	100.0	96	G4	795	0.0	17.86	
	GAS Liander	Willemsstraat	1015JA	1015JA	AMSTERDAM	GAS	KVB	14	100.0	100.0	100	G4	463	0.0	0.0	
	Liander N.V. (NW)	Willemsstraat	1015JA	1015JA	AMSTERDAM	ELK	KVB	15	100.0	100.0	87	1x25	1225	0.0	0.0	1.0
	Liander N.V. (NW)	Willemsstraat	1015JB	1015JB	AMSTERDAM	ELK	KVB	29	100.0	93.1	41	1x25	1841	13.79	6.9	1.1
	GAS Liander	Willemsstraat	1015JB	1015JB	AMSTERDAM	GAS	KVB	25	100.0	96.0	100	G4	982	0.0	8.0	
	Liander N.V. (NW)	Willemsstraat	1015JC	1015JC	AMSTERDAM	ELK	KVB	61	100.0	98.36	72	1x25	1487	9.84	6.56	1.0
	GAS Liander	Willemsstraat	1015JC	1015JC	AMSTERDAM	GAS	KVB	55	100.0	100.0	98	G4	1000	0.0	7.27	
	GAS Liander	Willemsstraat	1015JD	1015JD	AMSTERDAM	GAS	KVB	40	100.0	100.0	83	G4	1536	0.0	32.5	
Liander N.V.	Liander N.V. (NW)	Willemsstraat	1015JD	1015JD	AMSTERDAM	ELK	KVB	56	100.0	82.14	50	1x35	4013	30.36	26.79	1.1
	GAS Liander	Willemsstraat	1015JE	1015JE	AMSTERDAM	GAS	KVB	70	100.0	97.14	100	G4	892	0.0	14.29	
Liander N.V.	Liander N.V. (NW)	Willemsstraat	1015JE	1015JE	AMSTERDAM	ELK	KVB	83	100.0	91.57	55	1x25	1557	13.25	12.05	1.0
Liander N.V.	GAS Liander	Willemsstraat	1015JG	1015JG	AMSTERDAM	GAS	KVB	41	100.0	92.68	93	G4	861	0.0	14.63	
Liander N.V.	Liander N.V. (NW)	Willemsstraat	1015JG	1015JG	AMSTERDAM	ELK	KVB	43	100.0	93.02	67	1x25	1825	18.6	16.28	1.0
	GAS Liander	Nieuwe Willemsstraat	1015JH	1015JH	AMSTERDAM	GAS	KVB	10	100.0	80.0	80	G4	1588	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Nieuwe Willemsstraat	1015JH	1015JH	AMSTERDAM	ELK	KVB	26	100.0	34.62	58	3x25	5936	7.69	0.0	1.2
Liander N.V.	Liander N.V. (NW)	Goudsbloemstraat	1015JJ	1015JJ	AMSTERDAM	ELK	KVB	68	100.0	89.71	50	1x35	1935	23.53	25.0	1.0
	GAS Liander	Goudsbloemstraat	1015JJ	1015JJ	AMSTERDAM	GAS	KVB	55	100.0	92.73	100	G4	1420	0.0	27.27	
	GAS Liander	Goudsbloemstraat	1015JK	1015JK	AMSTERDAM	GAS	KVB	72	100.0	97.22	99	G4	998	0.0	23.61	
Liander N.V.	Liander N.V. (NW)	Goudsbloemstraat	1015JK	1015JK	AMSTERDAM	ELK	KVB	80	100.0	96.25	49	1x25	2246	25.0	25.0	1.0
	Liander N.V. (NW)	Goudsbloemstraat	1015JL	1015JL	AMSTERDAM	ELK	KVB	52	100.0	98.08	54	1x25	1057	17.31	17.31	1.0
	GAS Liander	Goudsbloemstraat	1015JL	1015JL	AMSTERDAM	GAS	KVB	51	100.0	98.04	100	G4	671	0.0	17.65	
	GAS Liander	Goudsbloemstraat	1015JM	1015JM	AMSTERDAM	GAS	KVB	36	100.0	94.44	100	G4	693	0.0	27.78	
	Liander N.V. (NW)	Goudsbloemstraat	1015JM	1015JM	AMSTERDAM	ELK	KVB	43	100.0	90.7	56	1x25	1351	25.58	25.58	1.0
Liander N.V.	Liander N.V. (NW)	Goudsbloemstraat	1015JN	1015JN	AMSTERDAM	ELK	KVB	64	100.0	43.75	45	3x25	2794	53.13	26.56	1.0
Liander N.V.	GAS Liander	Goudsbloemstraat	1015JN	1015JN	AMSTERDAM	GAS	KVB	55	100.0	67.27	95	G4	993	0.0	49.09	
Liander N.V.	Liander N.V. (NW)	Goudsbloemstraat	1015JP	1015JP	AMSTERDAM	ELK	KVB	47	100.0	93.62	72	1x25	1409	17.02	14.89	1.0
